0, 0, 0, 5, 0, 
0, 1, 1, 5, 0, 
0, 2, 1, 6, 0, 
0, 3, 2, 6, 0, 
0, 4, 3, 6, 0, 
0, 5, 4, 6, 0, 
0, 6, 4, 7, 0, 
0, 7, 4, 8, 0, 
0, 8, 5, 8, 0, 
0, 9, 6, 8, 0, 
0, 10, 7, 8, 0, 
0, 11, 7, 7, 0, 
0, 12, 8, 7, 0, 
0, 13, 8, 7, 0, 
0, 14, 9, 7, 0, 
0, 15, 9, 6, 0, 
0, 16, 10, 6, 0, 
0, 17, 10, 5, 0, 
0, 18, 10, 5, 0, 
0, 19, 9, 5, 0, 
0, 20, 9, 4, 0, 
0, 21, 9, 3, 0, 
0, 22, 8, 3, 0, 
0, 23, 8, 2, 0, 
0, 24, 7, 2, 0, 
0, 25, 6, 2, 0, 
0, 26, 6, 2, 0, 
0, 27, 6, 3, 0, 
0, 28, 5, 3, 0, 
0, 29, 5, 3, 0, 
0, 30, 5, 2, 0, 
0, 31, 5, 2, 0, 
0, 32, 4, 2, 0, 
0, 33, 4, 3, 0, 
0, 34, 4, 3, 0, 
0, 35, 3, 3, 0, 
0, 36, 3, 3, 0, 
0, 37, 2, 3, 0, 
