"(8, 0)","(7, 0)","(7, 0)","(6, 0)","(5, 0)","(5, 0)","(4, 0)","(4, 0)","(4, 0)","(4, 1)","(4, 1)","(4, 1)","(4, 2)","(4, 3)","(4, 3)","(4, 3)","(4, 4)","(4, 4)","(3, 4)","(3, 4)","(2, 4)","(2, 4)","(2, 5)","(3, 5)","(3, 5)","(2, 5)","(3, 5)","(2, 5)","(3, 5)","(3, 5)","(2, 5)","(3, 5)","(4, 5)","(4, 4)","(4, 4)","(3, 4)","(3, 4)","(2, 4)","(2, 4)","(2, 5)","(2, 4)","(2, 4)","(2, 5)","(3, 5)","(3, 4)","(3, 4)","(2, 4)","(3, 4)","(4, 4)","(4, 4)","(3, 4)","(3, 5)","(3, 6)","(3, 6)","(2, 6)","(2, 6)","(2, 5)","(2, 6)","(2, 6)","(2, 5)","(2, 4)","(3, 4)","(4, 4)","(5, 4)","(5, 4)","(6, 4)"
"(4, 9)","(4, 9)","(4, 8)","(4, 7)","(4, 7)","(5, 7)","(5, 6)","(6, 6)","(6, 5)","(6, 5)","(5, 5)","(4, 5)","(4, 5)","(5, 5)","(5, 4)","(5, 4)","(5, 5)","(5, 4)","(4, 4)","(4, 4)","(5, 4)","(4, 4)","(3, 4)","(3, 3)","(4, 3)","(4, 3)","(4, 2)"
"(9, 2)","(9, 3)","(9, 4)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 6)","(8, 6)","(7, 6)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(5, 7)","(4, 7)","(5, 7)","(6, 7)","(5, 7)","(5, 8)","(6, 8)","(6, 9)","(5, 9)","(5, 8)","(4, 8)","(3, 8)","(3, 9)","(3, 8)","(4, 8)","(4, 7)","(4, 6)","(4, 7)","(3, 7)","(3, 8)","(3, 7)","(2, 7)","(2, 8)","(1, 8)","(1, 8)","(1, 7)","(1, 8)","(1, 8)","(1, 7)","(1, 8)","(1, 7)","(1, 6)","(1, 5)","(1, 4)","(1, 3)","(1, 3)","(2, 3)"
