0, 0, 9, 0, 0, 
0, 1, 9, 1, 0, 
0, 2, 9, 1, 0, 
0, 3, 9, 2, 0, 
0, 4, 9, 2, 0, 
0, 5, 9, 3, 0, 
0, 6, 9, 4, 0, 
0, 7, 9, 5, 0, 
0, 8, 9, 5, 0, 
0, 9, 9, 5, 0, 
0, 10, 9, 6, 0, 
0, 11, 9, 7, 0, 
0, 12, 9, 7, 0, 
0, 13, 9, 6, 0, 
0, 14, 9, 7, 0, 
0, 15, 9, 8, 0, 
0, 16, 8, 8, 0, 
0, 17, 7, 8, 0, 
0, 18, 6, 8, 0, 
0, 19, 6, 7, 0, 
0, 20, 5, 7, 0, 
0, 21, 4, 7, 0, 
0, 22, 3, 7, 0, 
0, 23, 3, 6, 0, 
0, 24, 3, 6, 0, 
0, 25, 2, 6, 0, 
0, 26, 2, 6, 0, 
0, 27, 2, 5, 0, 
0, 28, 3, 5, 0, 
0, 29, 4, 5, 0, 
0, 30, 4, 4, 0, 
0, 31, 4, 4, 0, 
0, 32, 5, 4, 0, 
0, 33, 5, 4, 0, 
0, 34, 6, 4, 0, 
