0, 0, 1, 5, 0, 
0, 1, 2, 5, 0, 
0, 2, 2, 6, 0, 
0, 3, 2, 7, 0, 
0, 4, 2, 8, 0, 
0, 5, 2, 7, 0, 
0, 6, 2, 6, 0, 
0, 7, 2, 7, 0, 
0, 8, 3, 7, 0, 
0, 9, 3, 6, 0, 
0, 10, 4, 6, 0, 
0, 11, 5, 6, 0, 
0, 12, 5, 6, 0, 
0, 13, 5, 7, 0, 
0, 14, 4, 7, 0, 
0, 15, 5, 7, 0, 
0, 16, 4, 7, 0, 
0, 17, 3, 7, 0, 
0, 18, 4, 7, 0, 
0, 19, 3, 7, 0, 
0, 20, 2, 7, 0, 
0, 21, 3, 7, 0, 
0, 22, 3, 6, 0, 
0, 23, 3, 5, 0, 
0, 24, 3, 4, 0, 
0, 25, 3, 3, 0, 
0, 26, 3, 2, 0, 
0, 27, 4, 2, 0, 
0, 28, 4, 3, 0, 
0, 29, 4, 4, 0, 
0, 30, 4, 3, 0, 
0, 31, 4, 3, 0, 
0, 32, 4, 2, 0, 
