1, 0, 1, 5, 0, 
1, 1, 1, 4, 0, 
1, 2, 1, 4, 0, 
1, 3, 2, 4, 0, 
1, 4, 3, 4, 0, 
1, 5, 4, 4, 0, 
1, 6, 5, 4, 0, 
1, 7, 5, 4, 0, 
1, 8, 5, 5, 0, 
1, 9, 4, 5, 0, 
1, 10, 3, 5, 0, 
1, 11, 3, 4, 0, 
1, 12, 4, 4, 0, 
1, 13, 4, 5, 0, 
1, 14, 4, 6, 0, 
1, 15, 4, 7, 0, 
1, 16, 3, 7, 0, 
1, 17, 4, 7, 0, 
1, 18, 3, 7, 0, 
1, 19, 2, 7, 0, 
1, 20, 1, 7, 0, 
1, 21, 2, 7, 0, 
1, 22, 2, 6, 0, 
1, 23, 2, 5, 0, 
1, 24, 2, 4, 0, 
1, 25, 3, 4, 0, 
1, 26, 3, 3, 0, 
1, 27, 3, 2, 0, 
1, 28, 4, 2, 0, 
1, 29, 5, 2, 0, 
1, 30, 5, 2, 0, 
1, 31, 6, 2, 0, 
1, 32, 6, 2, 0, 
1, 33, 7, 2, 0, 
1, 34, 7, 3, 0, 
1, 35, 7, 4, 0, 
1, 36, 7, 4, 0, 
1, 37, 7, 5, 0, 
1, 38, 6, 5, 0, 
1, 39, 5, 5, 0, 
1, 40, 5, 4, 0, 
1, 41, 5, 4, 0, 
1, 42, 4, 4, 0, 
1, 43, 4, 3, 0, 
1, 44, 5, 3, 0, 
1, 45, 5, 3, 0, 
1, 46, 4, 3, 0, 
1, 47, 4, 2, 0, 
1, 48, 4, 3, 0, 
1, 49, 4, 4, 0, 
1, 50, 4, 3, 0, 
1, 51, 4, 4, 0, 
1, 52, 4, 5, 0, 
1, 53, 4, 6, 0, 
1, 54, 5, 6, 0, 
1, 55, 5, 5, 0, 
1, 56, 4, 5, 0, 
1, 57, 4, 4, 0, 
1, 58, 4, 5, 0, 
1, 59, 4, 5, 0, 
1, 60, 5, 5, 0, 
1, 61, 5, 5, 0, 
1, 62, 6, 5, 0, 
1, 63, 5, 5, 0, 
1, 64, 5, 5, 0, 
1, 65, 6, 5, 0, 
1, 66, 6, 5, 0, 
1, 67, 7, 5, 0, 
1, 68, 6, 5, 0, 
1, 69, 6, 5, 0, 
1, 70, 7, 5, 0, 
1, 71, 7, 5, 0, 
1, 72, 8, 5, 0, 
1, 73, 7, 5, 0, 
1, 74, 7, 5, 0, 
1, 75, 8, 5, 0, 
1, 76, 8, 5, 0, 
1, 77, 9, 5, 0, 
1, 78, 9, 6, 0, 
1, 79, 9, 7, 0, 
