0, 0, 8, 0, 0, 
0, 1, 7, 0, 0, 
0, 2, 6, 0, 0, 
0, 3, 5, 0, 0, 
0, 4, 4, 0, 0, 
0, 5, 4, 1, 0, 
0, 6, 4, 1, 0, 
0, 7, 3, 1, 0, 
0, 8, 3, 1, 0, 
0, 9, 2, 1, 0, 
0, 10, 2, 2, 0, 
0, 11, 2, 2, 0, 
0, 12, 1, 2, 0, 
0, 13, 1, 3, 0, 
0, 14, 1, 4, 0, 
0, 15, 1, 5, 0, 
0, 16, 1, 4, 0, 
0, 17, 1, 3, 0, 
0, 18, 1, 4, 0, 
0, 19, 2, 4, 0, 
0, 20, 3, 4, 0, 
0, 21, 3, 4, 0, 
0, 22, 2, 4, 0, 
0, 23, 3, 4, 0, 
0, 24, 3, 4, 0, 
0, 25, 2, 4, 0, 
0, 26, 3, 4, 0, 
0, 27, 3, 4, 0, 
0, 28, 2, 4, 0, 
0, 29, 3, 4, 0, 
0, 30, 3, 5, 0, 
0, 31, 3, 6, 0, 
0, 32, 3, 6, 0, 
0, 33, 2, 6, 0, 
0, 34, 2, 6, 0, 
0, 35, 2, 5, 0, 
0, 36, 3, 5, 0, 
0, 37, 4, 5, 0, 
0, 38, 4, 4, 0, 
0, 39, 4, 4, 0, 
0, 40, 5, 4, 0, 
0, 41, 5, 4, 0, 
0, 42, 6, 4, 0, 
