0, 0, 1, 5, 0, 
0, 1, 2, 5, 0, 
0, 2, 3, 5, 0, 
0, 3, 3, 4, 0, 
0, 4, 4, 4, 0, 
0, 5, 4, 5, 0, 
0, 6, 5, 5, 0, 
0, 7, 5, 6, 0, 
0, 8, 5, 6, 0, 
0, 9, 6, 6, 0, 
0, 10, 6, 5, 0, 
0, 11, 7, 5, 0, 
0, 12, 7, 5, 0, 
0, 13, 8, 5, 0, 
0, 14, 8, 4, 0, 
0, 15, 8, 4, 0, 
0, 16, 9, 4, 0, 
0, 17, 8, 4, 0, 
0, 18, 8, 4, 0, 
0, 19, 9, 4, 0, 
0, 20, 9, 4, 0, 
0, 21, 9, 5, 0, 
0, 22, 9, 5, 0, 
0, 23, 9, 4, 0, 
0, 24, 8, 4, 0, 
0, 25, 8, 4, 0, 
0, 26, 9, 4, 0, 
0, 27, 8, 4, 0, 
0, 28, 7, 4, 0, 
0, 29, 7, 4, 0, 
0, 30, 8, 4, 0, 
0, 31, 7, 4, 0, 
0, 32, 7, 4, 0, 
0, 33, 8, 4, 0, 
0, 34, 7, 4, 0, 
0, 35, 7, 4, 0, 
0, 36, 8, 4, 0, 
0, 37, 7, 4, 0, 
0, 38, 6, 4, 0, 
0, 39, 6, 3, 0, 
0, 40, 5, 3, 0, 
0, 41, 4, 3, 0, 
0, 42, 3, 3, 0, 
0, 43, 4, 3, 0, 
0, 44, 5, 3, 0, 
0, 45, 4, 3, 0, 
0, 46, 4, 4, 0, 
0, 47, 4, 3, 0, 
0, 48, 4, 2, 0, 
0, 49, 5, 2, 0, 
0, 50, 4, 2, 0, 
0, 51, 4, 1, 0, 
0, 52, 4, 2, 0, 
0, 53, 5, 2, 0, 
0, 54, 4, 2, 0, 
0, 55, 3, 2, 0, 
0, 56, 2, 2, 0, 
0, 57, 2, 3, 0, 
0, 58, 3, 3, 0, 
0, 59, 3, 3, 0, 
0, 60, 2, 3, 0, 
