2, 0, 9, 2, 0, 
2, 1, 8, 2, 0, 
2, 2, 7, 2, 0, 
2, 3, 7, 3, 0, 
2, 4, 7, 4, 0, 
2, 5, 7, 3, 0, 
2, 6, 7, 4, 0, 
2, 7, 7, 5, 0, 
2, 8, 8, 5, 0, 
2, 9, 8, 5, 0, 
2, 10, 9, 5, 0, 
2, 11, 9, 6, 0, 
2, 12, 8, 6, 0, 
2, 13, 7, 6, 0, 
2, 14, 7, 5, 0, 
2, 15, 7, 6, 0, 
2, 16, 7, 5, 0, 
2, 17, 7, 4, 0, 
2, 18, 7, 5, 0, 
2, 19, 6, 5, 0, 
2, 20, 7, 5, 0, 
2, 21, 6, 5, 0, 
2, 22, 5, 5, 0, 
2, 23, 5, 4, 0, 
2, 24, 5, 5, 0, 
2, 25, 4, 5, 0, 
2, 26, 4, 4, 0, 
2, 27, 5, 4, 0, 
2, 28, 4, 4, 0, 
2, 29, 3, 4, 0, 
2, 30, 2, 4, 0, 
2, 31, 2, 3, 0, 
2, 32, 2, 4, 0, 
2, 33, 1, 4, 0, 
2, 34, 0, 4, 0, 
2, 35, 1, 4, 0, 
2, 36, 2, 4, 0, 
2, 37, 1, 4, 0, 
2, 38, 1, 3, 0, 
2, 39, 2, 3, 0, 
2, 40, 2, 2, 0, 
2, 41, 2, 3, 0, 
2, 42, 2, 4, 0, 
2, 43, 2, 4, 0, 
2, 44, 2, 3, 0, 
